"-------------------------------------------------------------------------------------------"
" Atmospheric CO2 concentrations (ppm) derived from in situ air measurements                "
" at Mauna Loa, Observatory, Hawaii: Latitude 19.5°N Longitude 155.6°W Elevation 3397m      "
" Since December 2022 sampling has temporarily been relocated to MaunuaKea, Hawaii          "
" Latitude 19.8°N Longitude 155.5°W Elevation 4145m      "
"                                                                                           "
" Source: R. F. Keeling, S. J. Walker, S. C. Piper and A. F. Bollenbacher                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu), Stephen Walker"
" (sjwalker@ucsd.edu) and Stephen Piper (scpiper@ucsd.edu), Scripps CO2 Program.            "
"                                                                                           "
" Baseline data in this file through 03-Oct-2024 from archive dated 04-Oct-2024 10:30:32    "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly Mauna Loa CO2 concentrations in micro-mol CO2 per   "
" mole (ppm), reported on the 2012 SIO manometric mole fraction scale.  This is the        "
" standard version of the data most often sought.  The monthly values have been adjusted    "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                 "
" Column 11 is the 3-digit sampling station identifier.  MLO refers to the Mauna Loa Observatory."
" MKO refers the summit of nearby Maunakea. MKO data are used to a fill a gap created by the 2022"
" eruption of Mauna Loa, which led to the shutdown measurements by the Scripps CO2 program at MLO"
" from Dec 2022 through Feb 2023"
"                                                                                           "
" CO2 concentrations are measured on the '12' calibration scale                             "
"                                                                                           "
Yr,Mn,Date,Date,CO2,seasonally,fit,seasonally,CO2,seasonally,Sta
2003,01,37636,2003.0411,374.61,374.55,374.51,374.44,374.61,374.55,MLO
2003,02,37667,2003.1260,375.55,374.81,375.41,374.66,375.55,374.81,MLO
2003,03,37695,2003.2027,376.04,374.58,376.33,374.85,376.04,374.58,MLO
2003,04,37726,2003.2877,377.58,374.95,377.71,375.07,377.58,374.95,MLO
2003,05,37756,2003.3699,378.28,375.06,378.49,375.27,378.28,375.06,MLO
2003,06,37787,2003.4548,378.07,375.62,377.90,375.47,378.07,375.62,MLO
2003,07,37817,2003.5370,376.54,375.78,376.39,375.67,376.54,375.78,MLO
2003,08,37848,2003.6219,374.42,375.90,374.34,375.86,374.42,375.90,MLO
2003,09,37879,2003.7068,372.92,376.24,372.70,376.04,372.92,376.24,MLO
2003,10,37909,2003.7890,372.94,376.37,372.79,376.20,372.94,376.37,MLO
2003,11,37940,2003.8740,374.29,376.43,374.24,376.36,374.29,376.43,MLO
2003,12,37970,2003.9562,375.63,376.50,375.65,376.51,375.63,376.50,MLO
2004,01,38001,2004.0410,376.73,376.66,376.72,376.65,376.73,376.66,MLO
2004,02,38032,2004.1257,377.31,376.57,377.53,376.78,377.31,376.57,MLO
2004,03,38061,2004.2049,378.34,376.85,378.41,376.90,378.34,376.85,MLO
2004,04,38092,2004.2896,380.44,377.78,379.70,377.02,380.44,377.78,MLO
2004,05,38122,2004.3716,380.56,377.33,380.37,377.14,380.56,377.33,MLO
2004,06,38153,2004.4563,379.49,377.06,379.67,377.26,379.49,377.06,MLO
2004,07,38183,2004.5383,377.70,376.97,378.08,377.38,377.70,376.97,MLO
2004,08,38214,2004.6230,375.77,377.28,375.97,377.52,375.77,377.28,MLO
2004,09,38245,2004.7077,373.99,377.33,374.31,377.67,373.99,377.33,MLO
2004,10,38275,2004.7896,374.17,377.60,374.41,377.83,374.17,377.60,MLO
2004,11,38306,2004.8743,375.79,377.94,375.89,378.01,375.79,377.94,MLO
2004,12,38336,2004.9563,377.39,378.27,377.35,378.20,377.39,378.27,MLO
2005,01,38367,2005.0411,378.29,378.22,378.48,378.41,378.29,378.22,MLO
2005,02,38398,2005.1260,379.56,378.81,379.38,378.62,379.56,378.81,MLO
2005,03,38426,2005.2027,380.07,378.60,380.30,378.82,380.07,378.60,MLO
2005,04,38457,2005.2877,382.01,379.38,381.70,379.04,382.01,379.38,MLO
2005,05,38487,2005.3699,382.21,378.97,382.49,379.26,382.21,378.97,MLO
2005,06,38518,2005.4548,382.05,379.59,381.92,379.48,382.05,379.59,MLO
2005,07,38548,2005.5370,380.63,379.87,380.42,379.69,380.63,379.87,MLO
2005,08,38579,2005.6219,378.63,380.12,378.38,379.90,378.63,380.12,MLO
2005,09,38610,2005.7068,376.39,379.72,376.76,380.11,376.39,379.72,MLO
2005,10,38640,2005.7890,376.77,380.21,376.88,380.31,376.77,380.21,MLO
2005,11,38671,2005.8740,378.27,380.43,378.37,380.51,378.27,380.43,MLO
2005,12,38701,2005.9562,379.93,380.80,379.83,380.70,379.93,380.80,MLO
2006,01,38732,2006.0411,381.33,381.27,380.96,380.88,381.33,381.27,MLO
2006,02,38763,2006.1260,381.98,381.24,381.81,381.05,381.98,381.24,MLO
2006,03,38791,2006.2027,382.53,381.06,382.69,381.20,382.53,381.06,MLO
2006,04,38822,2006.2877,384.33,381.68,384.02,381.36,384.33,381.68,MLO
2006,05,38852,2006.3699,384.89,381.64,384.75,381.51,384.89,381.64,MLO
2006,06,38883,2006.4548,384.00,381.52,384.10,381.65,384.00,381.52,MLO
2006,07,38913,2006.5370,382.25,381.48,382.53,381.79,382.25,381.48,MLO
2006,08,38944,2006.6219,380.44,381.93,380.42,381.94,380.44,381.93,MLO
2006,09,38975,2006.7068,378.77,382.12,378.73,382.09,378.77,382.12,MLO
2006,10,39005,2006.7890,379.03,382.48,378.79,382.24,379.03,382.48,MLO
2006,11,39036,2006.8740,380.11,382.27,380.25,382.39,380.11,382.27,MLO
2006,12,39066,2006.9562,381.63,382.51,381.67,382.53,381.63,382.51,MLO
2007,01,39097,2007.0411,382.55,382.49,382.76,382.69,382.55,382.49,MLO
2007,02,39128,2007.1260,383.68,382.94,383.60,382.84,383.68,382.94,MLO
2007,03,39156,2007.2027,384.31,382.83,384.48,382.98,384.31,382.83,MLO
2007,04,39187,2007.2877,386.20,383.54,385.82,383.15,386.20,383.54,MLO
2007,05,39217,2007.3699,386.38,383.13,386.56,383.30,386.38,383.13,MLO
2007,06,39248,2007.4548,385.85,383.37,385.92,383.46,385.85,383.37,MLO
2007,07,39278,2007.5370,384.42,383.64,384.36,383.62,384.42,383.64,MLO
2007,08,39309,2007.6219,381.81,383.31,382.25,383.78,381.81,383.31,MLO
2007,09,39340,2007.7068,380.83,384.19,380.57,383.95,380.83,384.19,MLO
2007,10,39370,2007.7890,380.83,384.30,380.65,384.10,380.83,384.30,MLO
2007,11,39401,2007.8740,382.32,384.49,382.11,384.26,382.32,384.49,MLO
2007,12,39431,2007.9562,383.58,384.46,383.54,384.41,383.58,384.46,MLO
2008,01,39462,2008.0410,385.04,384.98,384.63,384.55,385.04,384.98,MLO
2008,02,39493,2008.1257,385.81,385.06,385.46,384.70,385.81,385.06,MLO
2008,03,39522,2008.2049,385.80,384.30,386.36,384.84,385.80,384.30,MLO
2008,04,39553,2008.2896,386.74,384.05,387.70,384.99,386.74,384.05,MLO
2008,05,39583,2008.3716,388.48,385.22,388.41,385.15,388.48,385.22,MLO
2008,06,39614,2008.4563,388.02,385.56,387.75,385.32,388.02,385.56,MLO
2008,07,39644,2008.5383,386.22,385.48,386.19,385.48,386.22,385.48,MLO
2008,08,39675,2008.6230,384.05,385.58,384.09,385.65,384.05,385.58,MLO
2008,09,39706,2008.7077,383.05,386.43,382.43,385.82,383.05,386.43,MLO
2008,10,39736,2008.7896,382.75,386.22,382.52,385.97,382.75,386.22,MLO
2008,11,39767,2008.8743,383.98,386.15,383.99,386.13,383.98,386.15,MLO
2008,12,39797,2008.9563,385.08,385.97,385.42,386.28,385.08,385.97,MLO
2009,01,39828,2009.0411,386.63,386.56,386.52,386.44,386.63,386.56,MLO
2009,02,39859,2009.1260,387.10,386.35,387.37,386.60,387.10,386.35,MLO
2009,03,39887,2009.2027,388.50,387.02,388.25,386.75,388.50,387.02,MLO
2009,04,39918,2009.2877,389.54,386.88,389.60,386.92,389.54,386.88,MLO
2009,05,39948,2009.3699,390.15,386.87,390.36,387.09,390.15,386.87,MLO
2009,06,39979,2009.4548,389.60,387.11,389.74,387.27,389.60,387.11,MLO
2009,07,40009,2009.5370,388.05,387.27,388.20,387.46,388.05,387.27,MLO
2009,08,40040,2009.6219,386.06,387.57,386.12,387.66,386.06,387.57,MLO
2009,09,40071,2009.7068,384.64,388.01,384.48,387.87,384.64,388.01,MLO
2009,10,40101,2009.7890,384.32,387.81,384.62,388.09,384.32,387.81,MLO
2009,11,40132,2009.8740,386.05,388.23,386.15,388.31,386.05,388.23,MLO
2009,12,40162,2009.9562,387.48,388.37,387.66,388.53,387.48,388.37,MLO
2010,01,40193,2010.0411,388.55,388.49,388.84,388.76,388.55,388.49,MLO
2010,02,40224,2010.1260,390.08,389.32,389.75,388.99,390.08,389.32,MLO
2010,03,40252,2010.2027,391.02,389.54,390.69,389.19,391.02,389.54,MLO
2010,04,40283,2010.2877,392.39,389.71,392.09,389.40,392.39,389.71,MLO
2010,05,40313,2010.3699,393.24,389.95,392.87,389.59,393.24,389.95,MLO
2010,06,40344,2010.4548,392.26,389.76,392.25,389.78,392.26,389.76,MLO
2010,07,40374,2010.5370,390.35,389.57,390.69,389.95,390.35,389.57,MLO
2010,08,40405,2010.6219,388.53,390.03,388.58,390.13,388.53,390.03,MLO
2010,09,40436,2010.7068,386.85,390.23,386.89,390.29,386.85,390.23,MLO
2010,10,40466,2010.7890,387.18,390.68,386.97,390.45,387.18,390.68,MLO
2010,11,40497,2010.8740,388.69,390.88,388.44,390.60,388.69,390.88,MLO
2010,12,40527,2010.9562,389.83,390.73,389.87,390.74,389.83,390.73,MLO
2011,01,40558,2011.0411,391.33,391.26,390.95,390.88,391.33,391.26,MLO
2011,02,40589,2011.1260,391.96,391.20,391.78,391.01,391.96,391.20,MLO
2011,03,40617,2011.2027,392.49,391.00,392.64,391.13,392.49,391.00,MLO
2011,04,40648,2011.2877,393.40,390.72,393.97,391.27,393.40,390.72,MLO
2011,05,40678,2011.3699,394.33,391.04,394.71,391.42,394.33,391.04,MLO
2011,06,40709,2011.4548,393.75,391.24,394.06,391.58,393.75,391.24,MLO
2011,07,40739,2011.5370,392.64,391.86,392.49,391.74,392.64,391.86,MLO
2011,08,40770,2011.6219,390.25,391.75,390.37,391.92,390.25,391.75,MLO
2011,09,40801,2011.7068,389.05,392.44,388.69,392.10,389.05,392.44,MLO
2011,10,40831,2011.7890,388.98,392.48,388.79,392.28,388.98,392.48,MLO
2011,11,40862,2011.8740,390.30,392.49,390.29,392.46,390.30,392.49,MLO
2011,12,40892,2011.9562,391.86,392.75,391.77,392.65,391.86,392.75,MLO
2012,01,40923,2012.0410,393.13,393.07,392.91,392.83,393.13,393.07,MLO
2012,02,40954,2012.1257,393.42,392.66,393.79,393.03,393.42,392.66,MLO
2012,03,40983,2012.2049,394.43,392.91,394.75,393.21,394.43,392.91,MLO
2012,04,41014,2012.2896,396.51,393.79,396.15,393.42,396.51,393.79,MLO
2012,05,41044,2012.3716,396.96,393.66,396.92,393.62,396.96,393.66,MLO
2012,06,41075,2012.4563,395.97,393.49,396.31,393.84,395.97,393.49,MLO
2012,07,41105,2012.5383,394.60,393.85,394.78,394.06,394.60,393.85,MLO
2012,08,41136,2012.6230,392.61,394.15,392.72,394.30,392.61,394.15,MLO
2012,09,41167,2012.7077,391.20,394.62,391.11,394.54,391.20,394.62,MLO
2012,10,41197,2012.7896,391.09,394.60,391.28,394.77,391.09,394.60,MLO
2012,11,41228,2012.8743,393.03,395.22,392.85,395.02,393.03,395.22,MLO
2012,12,41258,2012.9563,394.42,395.31,394.37,395.25,394.42,395.31,MLO
2013,01,41289,2013.0411,395.69,395.63,395.56,395.48,395.69,395.63,MLO
2013,02,41320,2013.1260,396.94,396.18,396.48,395.71,396.94,396.18,MLO
2013,03,41348,2013.2027,397.36,395.85,397.43,395.91,397.36,395.85,MLO
2013,04,41379,2013.2877,398.44,395.75,398.84,396.13,398.44,395.75,MLO
2013,05,41409,2013.3699,400.06,396.75,399.63,396.33,400.06,396.75,MLO
2013,06,41440,2013.4548,398.96,396.44,399.02,396.53,398.96,396.44,MLO
2013,07,41470,2013.5370,397.45,396.67,397.47,396.72,397.45,396.67,MLO
2013,08,41501,2013.6219,395.48,397.00,395.36,396.91,395.48,397.00,MLO
2013,09,41532,2013.7068,393.47,396.88,393.67,397.10,393.47,396.88,MLO
2013,10,41562,2013.7890,393.77,397.30,393.77,397.28,393.77,397.30,MLO
2013,11,41593,2013.8740,395.27,397.48,395.28,397.46,395.27,397.48,MLO
2013,12,41623,2013.9562,396.90,397.80,396.75,397.63,396.90,397.80,MLO
2014,01,41654,2014.0411,398.01,397.94,397.89,397.81,398.01,397.94,MLO
2014,02,41685,2014.1260,398.18,397.42,398.75,397.98,398.18,397.42,MLO
2014,03,41713,2014.2027,399.56,398.06,399.65,398.13,399.56,398.06,MLO
2014,04,41744,2014.2877,401.43,398.73,401.02,398.30,401.43,398.73,MLO
2014,05,41774,2014.3699,401.98,398.66,401.78,398.46,401.98,398.66,MLO
2014,06,41805,2014.4548,401.41,398.89,401.12,398.62,401.41,398.89,MLO
2014,07,41835,2014.5370,399.17,398.38,399.52,398.77,399.17,398.38,MLO
2014,08,41866,2014.6219,397.30,398.82,397.37,398.93,397.30,398.82,MLO
2014,09,41897,2014.7068,395.49,398.90,395.66,399.10,395.49,398.90,MLO
2014,10,41927,2014.7890,395.74,399.27,395.74,399.26,395.74,399.27,MLO
2014,11,41958,2014.8740,397.32,399.53,397.24,399.42,397.32,399.53,MLO
2014,12,41988,2014.9562,398.89,399.79,398.71,399.59,398.89,399.79,MLO
2015,01,42019,2015.0411,399.94,399.88,399.84,399.76,399.94,399.88,MLO
2015,02,42050,2015.1260,400.40,399.63,400.72,399.94,400.40,399.63,MLO
2015,03,42078,2015.2027,401.60,400.09,401.64,400.11,401.60,400.09,MLO
2015,04,42109,2015.2877,403.52,400.81,403.03,400.30,403.52,400.81,MLO
2015,05,42139,2015.3699,404.03,400.71,403.83,400.50,404.03,400.71,MLO
2015,06,42170,2015.4548,402.81,400.28,403.23,400.72,402.81,400.28,MLO
2015,07,42200,2015.5370,401.54,400.75,401.71,400.95,401.54,400.75,MLO
2015,08,42231,2015.6219,398.93,400.45,399.65,401.22,398.93,400.45,MLO
2015,09,42262,2015.7068,397.43,400.86,398.05,401.50,397.43,400.86,MLO
2015,10,42292,2015.7890,398.22,401.76,398.27,401.79,398.22,401.76,MLO
2015,11,42323,2015.8740,400.17,402.39,399.91,402.11,400.17,402.39,MLO
2015,12,42353,2015.9562,401.82,402.72,401.53,402.41,401.82,402.72,MLO
2016,01,42384,2016.0410,402.57,402.50,402.81,402.73,402.57,402.50,MLO
2016,02,42415,2016.1257,404.10,403.33,403.81,403.04,404.10,403.33,MLO
2016,03,42444,2016.2049,404.79,403.25,404.87,403.31,404.79,403.25,MLO
2016,04,42475,2016.2896,407.48,404.74,406.36,403.60,407.48,404.74,MLO
2016,05,42505,2016.3716,407.60,404.26,407.18,403.85,407.60,404.26,MLO
2016,06,42536,2016.4563,406.94,404.43,406.58,404.09,406.94,404.43,MLO
2016,07,42566,2016.5383,404.43,403.67,405.03,404.31,404.43,403.67,MLO
2016,08,42597,2016.6230,402.16,403.72,402.94,404.53,402.16,403.72,MLO
2016,09,42628,2016.7077,400.94,404.39,401.29,404.75,400.94,404.39,MLO
2016,10,42658,2016.7896,401.43,404.97,401.43,404.96,401.43,404.97,MLO
2016,11,42689,2016.8743,403.57,405.79,402.98,405.17,403.57,405.79,MLO
2016,12,42719,2016.9563,404.49,405.39,404.48,405.37,404.49,405.39,MLO
2017,01,42750,2017.0411,406.00,405.93,405.64,405.56,406.00,405.93,MLO
2017,02,42781,2017.1260,406.57,405.80,406.52,405.74,406.57,405.80,MLO
2017,03,42809,2017.2027,406.99,405.47,407.43,405.90,406.99,405.47,MLO
2017,04,42840,2017.2877,408.88,406.16,408.81,406.07,408.88,406.16,MLO
2017,05,42870,2017.3699,409.84,406.49,409.58,406.23,409.84,406.49,MLO
2017,06,42901,2017.4548,409.04,406.50,408.91,406.39,409.04,406.50,MLO
2017,07,42931,2017.5370,407.14,406.35,407.30,406.55,407.14,406.35,MLO
2017,08,42962,2017.6219,405.19,406.73,405.13,406.70,405.19,406.73,MLO
2017,09,42993,2017.7068,403.20,406.65,403.39,406.86,403.20,406.65,MLO
2017,10,43023,2017.7890,403.56,407.12,403.46,407.01,403.56,407.12,MLO
2017,11,43054,2017.8740,405.10,407.33,404.96,407.17,405.10,407.33,MLO
2017,12,43084,2017.9562,406.68,407.59,406.43,407.32,406.68,407.59,MLO
2018,01,43115,2018.0411,407.98,407.91,407.55,407.47,407.98,407.91,MLO
2018,02,43146,2018.1260,408.35,407.58,408.41,407.63,408.35,407.58,MLO
2018,03,43174,2018.2027,409.21,407.69,409.32,407.78,409.21,407.69,MLO
2018,04,43205,2018.2877,410.23,407.50,410.71,407.96,410.23,407.50,MLO
2018,05,43235,2018.3699,411.23,407.88,411.51,408.16,411.23,407.88,MLO
2018,06,43266,2018.4548,410.81,408.26,410.90,408.37,410.81,408.26,MLO
2018,07,43296,2018.5370,408.83,408.04,409.36,408.60,408.83,408.04,MLO
2018,08,43327,2018.6219,407.02,408.56,407.28,408.86,407.02,408.56,MLO
2018,09,43358,2018.7068,405.53,408.99,405.65,409.12,405.53,408.99,MLO
2018,10,43388,2018.7890,405.93,409.50,405.83,409.39,405.93,409.50,MLO
2018,11,43419,2018.8740,408.05,410.29,407.45,409.66,408.05,410.29,MLO
2018,12,43449,2018.9562,409.16,410.07,409.02,409.92,409.16,410.07,MLO
2019,01,43480,2019.0411,410.85,410.78,410.25,410.17,410.85,410.78,MLO
2019,02,43511,2019.1260,411.58,410.81,411.20,410.42,411.58,410.81,MLO
2019,03,43539,2019.2027,411.90,410.38,412.17,410.63,411.90,410.38,MLO
2019,04,43570,2019.2877,413.46,410.73,413.62,410.86,413.46,410.73,MLO
2019,05,43600,2019.3699,414.75,411.39,414.44,411.08,414.75,411.39,MLO
2019,06,43631,2019.4548,413.89,411.34,413.83,411.30,413.89,411.34,MLO
2019,07,43661,2019.5370,411.79,411.00,412.27,411.51,411.79,411.00,MLO
2019,08,43692,2019.6219,410.02,411.56,410.15,411.73,410.02,411.56,MLO
2019,09,43723,2019.7068,408.48,411.94,408.47,411.96,408.48,411.94,MLO
2019,10,43753,2019.7890,408.40,411.97,408.61,412.17,408.40,411.97,MLO
2019,11,43784,2019.8740,410.16,412.40,410.18,412.40,410.16,412.40,MLO
2019,12,43814,2019.9562,411.81,412.72,411.72,412.61,411.81,412.72,MLO
2020,01,43845,2020.0410,413.32,413.25,412.90,412.83,413.32,413.25,MLO
2020,02,43876,2020.1257,414.04,413.27,413.82,413.04,414.04,413.27,MLO
2020,03,43905,2020.2049,414.44,412.89,414.80,413.23,414.44,412.89,MLO
2020,04,43936,2020.2896,416.11,413.33,416.23,413.43,416.11,413.33,MLO
2020,05,43966,2020.3716,417.16,413.79,417.00,413.63,417.16,413.79,MLO
2020,06,43997,2020.4563,416.29,413.75,416.35,413.83,416.29,413.75,MLO
2020,07,44027,2020.5383,414.43,413.66,414.76,414.03,414.43,413.66,MLO
2020,08,44058,2020.6230,412.52,414.10,412.61,414.23,412.52,414.10,MLO
2020,09,44089,2020.7077,411.17,414.65,410.92,414.42,411.17,414.65,MLO
2020,10,44119,2020.7896,411.12,414.70,411.04,414.61,411.12,414.70,MLO
2020,11,44150,2020.8743,412.89,415.13,412.58,414.80,412.89,415.13,MLO
2020,12,44180,2020.9563,413.88,414.80,414.08,414.98,413.88,414.80,MLO
2021,01,44211,2021.0411,415.15,415.08,415.24,415.16,415.15,415.08,MLO
2021,02,44242,2021.1260,416.47,415.69,416.12,415.33,416.47,415.69,MLO
2021,03,44270,2021.2027,417.10,415.56,417.04,415.49,417.10,415.56,MLO
2021,04,44301,2021.2877,418.26,415.51,418.43,415.66,418.26,415.51,MLO
2021,05,44331,2021.3699,418.95,415.57,419.21,415.83,418.95,415.57,MLO
2021,06,44362,2021.4548,418.70,416.12,418.55,416.00,418.70,416.12,MLO
2021,07,44392,2021.5370,416.66,415.86,416.94,416.18,416.66,415.86,MLO
2021,08,44423,2021.6219,414.38,415.93,414.77,416.36,414.38,415.93,MLO
2021,09,44454,2021.7068,412.93,416.42,413.05,416.55,412.93,416.42,MLO
2021,10,44484,2021.7890,413.52,417.12,413.15,416.73,413.52,417.12,MLO
2021,11,44515,2021.8740,414.81,417.06,414.69,416.92,414.81,417.06,MLO
2021,12,44545,2021.9562,416.43,417.35,416.18,417.08,416.43,417.35,MLO
2022,01,44576,2022.0411,418.01,417.94,417.33,417.25,418.01,417.94,MLO
2022,02,44607,2022.1260,418.99,418.21,418.19,417.40,418.99,418.21,MLO
2022,03,44635,2022.2027,418.45,416.91,419.09,417.54,418.45,416.91,MLO
2022,04,44666,2022.2877,420.01,417.25,420.47,417.69,420.01,417.25,MLO
2022,05,44696,2022.3699,420.78,417.39,421.23,417.84,420.78,417.39,MLO
2022,06,44727,2022.4548,420.68,418.10,420.56,418.01,420.68,418.10,MLO
2022,07,44757,2022.5370,418.71,417.91,418.94,418.18,418.71,417.91,MLO
2022,08,44788,2022.6219,416.75,418.30,416.77,418.36,416.75,418.30,MLO
2022,09,44819,2022.7068,415.42,418.91,415.04,418.55,415.42,418.91,MLO
2022,10,44849,2022.7890,415.31,418.92,415.15,418.74,415.31,418.92,MLO
2022,11,44880,2022.8740,417.03,419.29,416.71,418.95,417.03,419.29,MLO
2022,12,44910,2022.9562,418.46,419.38,418.25,419.15,418.46,419.38,MKO
2023,01,44941,2023.0411,419.13,419.06,419.45,419.37,419.13,419.06,MKO
2023,02,44972,2023.1260,420.33,419.55,420.40,419.61,420.33,419.55,MKO
2023,03,45000,2023.2027,420.51,418.97,421.39,419.83,420.51,418.97,MLO
2023,04,45031,2023.2877,422.73,419.96,422.89,420.10,422.73,419.96,MLO
2023,05,45061,2023.3699,423.78,420.38,423.77,420.37,423.78,420.38,MLO
2023,06,45092,2023.4548,423.39,420.81,423.23,420.66,423.39,420.81,MLO
2023,07,45122,2023.5370,421.62,420.82,421.73,420.96,421.62,420.82,MLO
2023,08,45153,2023.6219,419.56,421.12,419.67,421.27,419.56,421.12,MLO
2023,09,45184,2023.7068,418.06,421.56,418.06,421.58,418.06,421.56,MLO
2023,10,45214,2023.7890,418.41,422.02,418.28,421.88,418.41,422.02,MLO
2023,11,45245,2023.8740,420.11,422.38,419.95,422.19,420.11,422.38,MLO
2023,12,45275,2023.9562,421.65,422.57,421.58,422.48,421.65,422.57,MLO
2024,01,45306,2024.0410,422.62,422.55,422.85,422.77,422.62,422.55,MLO
2024,02,45337,2024.1257,424.34,423.56,423.85,423.06,424.34,423.56,MLO
2024,03,45366,2024.2049,425.22,423.65,424.91,423.31,425.22,423.65,MLO
2024,04,45397,2024.2896,426.30,423.50,426.41,423.58,426.30,423.50,MLO
2024,05,45427,2024.3716,426.70,423.29,427.25,423.84,426.70,423.29,MLO
2024,06,45458,2024.4563,426.63,424.06,426.65,424.11,426.63,424.06,MLO
2024,07,45488,2024.5383,425.40,424.62,425.10,424.36,425.40,424.62,MLO
2024,08,45519,2024.6230,422.71,424.30,423.00,424.63,422.71,424.30,MLO
2024,09,45550,2024.7077,421.60,425.12,-99.99,-99.99,421.60,425.12,MLO
2024,10,45580,2024.7896,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,MLO
2024,11,45611,2024.8743,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,MLO
2024,12,45641,2024.9563,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,MLO
